ssl_setting,simulation_num,agent_num,population_size,channel_capacity,can_abstract,generation,score
demonstration,0,91,100,5,1,0,0.6
demonstration,0,92,100,5,1,0,0.6
demonstration,0,93,100,5,1,0,0.6
demonstration,0,94,100,5,1,0,0.8
demonstration,0,95,100,5,1,0,0.8
demonstration,0,96,100,5,1,0,0.8
demonstration,0,97,100,5,1,0,0.2
demonstration,0,98,100,5,1,0,0.2
demonstration,0,99,100,5,1,0,0.8
demonstration,0,0,100,5,1,1,0.6
demonstration,0,1,100,5,1,1,0.6
demonstration,0,2,100,5,1,1,0.8
demonstration,0,3,100,5,1,1,0.6
demonstration,0,4,100,5,1,1,0.4
demonstration,0,5,100,5,1,1,0.6
demonstration,0,6,100,5,1,1,0.8
demonstration,0,7,100,5,1,1,0.6
demonstration,0,8,100,5,1,1,0.6
demonstration,0,9,100,5,1,1,0.4
demonstration,0,10,100,5,1,1,0.2
demonstration,0,11,100,5,1,1,0.6
demonstration,0,12,100,5,1,1,0.8
demonstration,0,13,100,5,1,1,0.4
demonstration,0,14,100,5,1,1,1.0
demonstration,0,15,100,5,1,1,0.8
demonstration,0,16,100,5,1,1,0.8
demonstration,0,17,100,5,1,1,0.6
demonstration,0,18,100,5,1,1,0.6
demonstration,0,19,100,5,1,1,1.0
demonstration,0,20,100,5,1,1,1.0
demonstration,0,21,100,5,1,1,0.8
demonstration,0,22,100,5,1,1,0.6
demonstration,0,23,100,5,1,1,0.4
demonstration,0,24,100,5,1,1,0.8
demonstration,0,25,100,5,1,1,0.8
demonstration,0,26,100,5,1,1,0.4
demonstration,0,27,100,5,1,1,0.4
demonstration,0,28,100,5,1,1,0.4
demonstration,0,29,100,5,1,1,0.4
demonstration,0,30,100,5,1,1,0.8
demonstration,0,31,100,5,1,1,1.0
demonstration,0,32,100,5,1,1,0.8
demonstration,0,33,100,5,1,1,1.0
demonstration,0,34,100,5,1,1,0.8
demonstration,0,35,100,5,1,1,0.6
demonstration,0,36,100,5,1,1,1.0
demonstration,0,37,100,5,1,1,0.6
demonstration,0,38,100,5,1,1,0.4
demonstration,0,39,100,5,1,1,0.8
demonstration,0,40,100,5,1,1,0.8
demonstration,0,41,100,5,1,1,0.6
demonstration,0,42,100,5,1,1,0.6
demonstration,0,43,100,5,1,1,1.0
demonstration,0,44,100,5,1,1,0.6
demonstration,0,45,100,5,1,1,0.6
demonstration,0,46,100,5,1,1,0.8
demonstration,0,47,100,5,1,1,0.4
demonstration,0,48,100,5,1,1,0.8
demonstration,0,49,100,5,1,1,1.0
demonstration,0,50,100,5,1,1,0.4
demonstration,0,51,100,5,1,1,0.6
demonstration,0,52,100,5,1,1,0.6
demonstration,0,53,100,5,1,1,0.8
demonstration,0,54,100,5,1,1,0.4
demonstration,0,55,100,5,1,1,0.8
demonstration,0,56,100,5,1,1,0.6
demonstration,0,57,100,5,1,1,0.4
demonstration,0,58,100,5,1,1,1.0
demonstration,0,59,100,5,1,1,0.8
demonstration,0,60,100,5,1,1,0.6
demonstration,0,61,100,5,1,1,1.0
demonstration,0,62,100,5,1,1,0.6
demonstration,0,63,100,5,1,1,0.4
demonstration,0,64,100,5,1,1,0.8
demonstration,0,65,100,5,1,1,0.8
demonstration,0,66,100,5,1,1,0.8
demonstration,0,67,100,5,1,1,0.6
demonstration,0,68,100,5,1,1,1.0
demonstration,0,69,100,5,1,1,0.8
demonstration,0,70,100,5,1,1,0.8
demonstration,0,71,100,5,1,1,1.0
demonstration,0,72,100,5,1,1,0.6
demonstration,0,73,100,5,1,1,0.8
demonstration,0,74,100,5,1,1,0.6
demonstration,0,75,100,5,1,1,0.6
demonstration,0,76,100,5,1,1,0.6
demonstration,0,77,100,5,1,1,0.6
demonstration,0,78,100,5,1,1,0.6
demonstration,0,79,100,5,1,1,0.8
demonstration,0,80,100,5,1,1,0.6
demonstration,0,81,100,5,1,1,0.6
demonstration,0,82,100,5,1,1,0.6
demonstration,0,83,100,5,1,1,0.8
demonstration,0,84,100,5,1,1,0.6
demonstration,0,85,100,5,1,1,0.2
demonstration,0,86,100,5,1,1,1.0
demonstration,0,87,100,5,1,1,0.6
demonstration,0,88,100,5,1,1,1.0
demonstration,0,89,100,5,1,1,0.4
demonstration,0,90,100,5,1,1,0.8
demonstration,0,91,100,5,1,1,0.8
demonstration,0,92,100,5,1,1,0.8
demonstration,0,93,100,5,1,1,0.6
demonstration,0,94,100,5,1,1,0.8
demonstration,0,95,100,5,1,1,0.4
demonstration,0,96,100,5,1,1,0.8
demonstration,0,97,100,5,1,1,0.6
demonstration,0,98,100,5,1,1,0.8
demonstration,0,99,100,5,1,1,0.4
demonstration,0,0,100,5,1,2,0.6
demonstration,0,1,100,5,1,2,0.8
demonstration,0,2,100,5,1,2,1.0
demonstration,0,3,100,5,1,2,0.8
demonstration,0,4,100,5,1,2,0.6
demonstration,0,5,100,5,1,2,0.8
demonstration,0,6,100,5,1,2,0.8
demonstration,0,7,100,5,1,2,0.6
demonstration,0,8,100,5,1,2,0.6
demonstration,0,9,100,5,1,2,0.6
demonstration,0,10,100,5,1,2,0.6
demonstration,0,11,100,5,1,2,0.6
demonstration,0,12,100,5,1,2,1.0
demonstration,0,13,100,5,1,2,0.8
demonstration,0,14,100,5,1,2,0.8
demonstration,0,15,100,5,1,2,1.0
demonstration,0,16,100,5,1,2,0.4
demonstration,0,17,100,5,1,2,0.8
demonstration,0,18,100,5,1,2,0.8
demonstration,0,19,100,5,1,2,0.4
demonstration,0,20,100,5,1,2,0.6
demonstration,0,21,100,5,1,2,0.6
demonstration,0,22,100,5,1,2,0.8
demonstration,0,23,100,5,1,2,1.0
demonstration,0,24,100,5,1,2,0.8
demonstration,0,25,100,5,1,2,0.8
demonstration,0,26,100,5,1,2,0.8
demonstration,0,27,100,5,1,2,0.8
demonstration,0,28,100,5,1,2,0.8
demonstration,0,29,100,5,1,2,0.8
demonstration,0,30,100,5,1,2,0.4
demonstration,0,31,100,5,1,2,0.6
demonstration,0,32,100,5,1,2,1.0
demonstration,0,33,100,5,1,2,0.8
demonstration,0,34,100,5,1,2,1.0
demonstration,0,35,100,5,1,2,1.0
demonstration,0,36,100,5,1,2,1.0
demonstration,0,37,100,5,1,2,0.8
demonstration,0,38,100,5,1,2,1.0
demonstration,0,39,100,5,1,2,1.0
demonstration,0,40,100,5,1,2,0.6
demonstration,0,41,100,5,1,2,0.8
demonstration,0,42,100,5,1,2,0.8
demonstration,0,43,100,5,1,2,1.0
demonstration,0,44,100,5,1,2,0.6
demonstration,0,45,100,5,1,2,0.6
demonstration,0,46,100,5,1,2,1.0
demonstration,0,47,100,5,1,2,0.6
demonstration,0,48,100,5,1,2,0.6
demonstration,0,49,100,5,1,2,0.4
demonstration,0,50,100,5,1,2,0.4
demonstration,0,51,100,5,1,2,0.8
demonstration,0,52,100,5,1,2,0.8
demonstration,0,53,100,5,1,2,0.8
demonstration,0,54,100,5,1,2,0.6
demonstration,0,55,100,5,1,2,1.0
demonstration,0,56,100,5,1,2,0.6
demonstration,0,57,100,5,1,2,0.6
demonstration,0,58,100,5,1,2,0.6
demonstration,0,59,100,5,1,2,0.8
demonstration,0,60,100,5,1,2,1.0
demonstration,0,61,100,5,1,2,1.0
demonstration,0,62,100,5,1,2,0.8
demonstration,0,63,100,5,1,2,0.6
demonstration,0,64,100,5,1,2,0.8
demonstration,0,65,100,5,1,2,0.6
demonstration,0,66,100,5,1,2,0.4
demonstration,0,67,100,5,1,2,0.8
demonstration,0,68,100,5,1,2,0.8
demonstration,0,69,100,5,1,2,0.6
demonstration,0,70,100,5,1,2,0.8
demonstration,0,71,100,5,1,2,1.0
demonstration,0,72,100,5,1,2,0.8
demonstration,0,73,100,5,1,2,0.8
demonstration,0,74,100,5,1,2,0.6
demonstration,0,75,100,5,1,2,1.0
demonstration,0,76,100,5,1,2,0.8
demonstration,0,77,100,5,1,2,0.8
demonstration,0,78,100,5,1,2,0.6
demonstration,0,79,100,5,1,2,0.8
demonstration,0,80,100,5,1,2,0.8
demonstration,0,81,100,5,1,2,0.6
demonstration,0,82,100,5,1,2,0.6
demonstration,0,83,100,5,1,2,0.8
demonstration,0,84,100,5,1,2,0.8
demonstration,0,85,100,5,1,2,0.8
demonstration,0,86,100,5,1,2,0.8
demonstration,0,87,100,5,1,2,0.8
demonstration,0,88,100,5,1,2,0.4
demonstration,0,89,100,5,1,2,0.6
demonstration,0,90,100,5,1,2,1.0
demonstration,0,91,100,5,1,2,0.8
demonstration,0,92,100,5,1,2,1.0
demonstration,0,93,100,5,1,2,0.8
demonstration,0,94,100,5,1,2,1.0
demonstration,0,95,100,5,1,2,0.6
demonstration,0,96,100,5,1,2,0.4
demonstration,0,97,100,5,1,2,0.8
demonstration,0,98,100,5,1,2,0.6
demonstration,0,99,100,5,1,2,0.8
demonstration,0,0,100,5,1,3,0.6
demonstration,0,1,100,5,1,3,0.6
demonstration,0,2,100,5,1,3,0.6
demonstration,0,3,100,5,1,3,0.6
demonstration,0,4,100,5,1,3,0.8
demonstration,0,5,100,5,1,3,0.8
demonstration,0,6,100,5,1,3,0.6
demonstration,0,7,100,5,1,3,0.8
demonstration,0,8,100,5,1,3,0.6
demonstration,0,9,100,5,1,3,0.2
demonstration,0,10,100,5,1,3,1.0
demonstration,0,11,100,5,1,3,0.8
demonstration,0,12,100,5,1,3,0.4
demonstration,0,13,100,5,1,3,0.8
demonstration,0,14,100,5,1,3,0.8
demonstration,0,15,100,5,1,3,0.6
demonstration,0,16,100,5,1,3,0.4
demonstration,0,17,100,5,1,3,0.6
demonstration,0,18,100,5,1,3,1.0
demonstration,0,19,100,5,1,3,0.8
demonstration,0,20,100,5,1,3,0.6
demonstration,0,21,100,5,1,3,0.6
demonstration,0,22,100,5,1,3,0.8
demonstration,0,23,100,5,1,3,0.6
demonstration,0,24,100,5,1,3,1.0
demonstration,0,25,100,5,1,3,0.8
demonstration,0,26,100,5,1,3,0.8
demonstration,0,27,100,5,1,3,0.6
demonstration,0,28,100,5,1,3,0.8
demonstration,0,29,100,5,1,3,1.0
demonstration,0,30,100,5,1,3,0.8
demonstration,0,31,100,5,1,3,0.4
demonstration,0,32,100,5,1,3,0.8
demonstration,0,33,100,5,1,3,0.8
demonstration,0,34,100,5,1,3,0.4
demonstration,0,35,100,5,1,3,0.8
demonstration,0,36,100,5,1,3,0.6
demonstration,0,37,100,5,1,3,0.6
demonstration,0,38,100,5,1,3,1.0
demonstration,0,39,100,5,1,3,0.8
demonstration,0,40,100,5,1,3,0.8
demonstration,0,41,100,5,1,3,0.6
demonstration,0,42,100,5,1,3,0.8
demonstration,0,43,100,5,1,3,0.6
demonstration,0,44,100,5,1,3,1.0
demonstration,0,45,100,5,1,3,0.6
demonstration,0,46,100,5,1,3,1.0
demonstration,0,47,100,5,1,3,0.4
demonstration,0,48,100,5,1,3,0.6
demonstration,0,49,100,5,1,3,1.0
demonstration,0,50,100,5,1,3,0.8
demonstration,0,51,100,5,1,3,0.6
demonstration,0,52,100,5,1,3,0.6
demonstration,0,53,100,5,1,3,0.4
demonstration,0,54,100,5,1,3,0.8
demonstration,0,55,100,5,1,3,0.8
demonstration,0,56,100,5,1,3,0.8
demonstration,0,57,100,5,1,3,0.8
demonstration,0,58,100,5,1,3,0.8
demonstration,0,59,100,5,1,3,0.6
demonstration,0,60,100,5,1,3,0.4
demonstration,0,61,100,5,1,3,0.6
demonstration,0,62,100,5,1,3,0.6
demonstration,0,63,100,5,1,3,0.8
demonstration,0,64,100,5,1,3,0.2
demonstration,0,65,100,5,1,3,0.8
demonstration,0,66,100,5,1,3,0.8
demonstration,0,67,100,5,1,3,0.6
demonstration,0,68,100,5,1,3,0.2
demonstration,0,69,100,5,1,3,0.8
demonstration,0,70,100,5,1,3,0.8
demonstration,0,71,100,5,1,3,0.6
demonstration,0,72,100,5,1,3,0.8
demonstration,0,73,100,5,1,3,1.0
demonstration,0,74,100,5,1,3,0.8
demonstration,0,75,100,5,1,3,1.0
demonstration,0,76,100,5,1,3,0.8
demonstration,0,77,100,5,1,3,0.8
demonstration,0,78,100,5,1,3,0.4
demonstration,0,79,100,5,1,3,0.6
demonstration,0,80,100,5,1,3,0.6
demonstration,0,81,100,5,1,3,0.8
demonstration,0,82,100,5,1,3,0.8
demonstration,0,83,100,5,1,3,0.6
demonstration,0,84,100,5,1,3,0.6
demonstration,0,85,100,5,1,3,1.0
demonstration,0,86,100,5,1,3,1.0
demonstration,0,87,100,5,1,3,1.0
demonstration,0,88,100,5,1,3,0.6
demonstration,0,89,100,5,1,3,1.0
demonstration,0,90,100,5,1,3,0.6
demonstration,0,91,100,5,1,3,0.4
demonstration,0,92,100,5,1,3,0.8
demonstration,0,93,100,5,1,3,0.4
demonstration,0,94,100,5,1,3,0.8
demonstration,0,95,100,5,1,3,0.8
demonstration,0,96,100,5,1,3,0.6
demonstration,0,97,100,5,1,3,0.8
demonstration,0,98,100,5,1,3,0.8
demonstration,0,99,100,5,1,3,0.6
demonstration,0,0,100,5,1,4,0.6
demonstration,0,1,100,5,1,4,0.8
demonstration,0,2,100,5,1,4,1.0
demonstration,0,3,100,5,1,4,0.8
demonstration,0,4,100,5,1,4,1.0
demonstration,0,5,100,5,1,4,0.6
demonstration,0,6,100,5,1,4,0.6
demonstration,0,7,100,5,1,4,1.0
demonstration,0,8,100,5,1,4,0.4
demonstration,0,9,100,5,1,4,0.8
demonstration,0,10,100,5,1,4,0.6
demonstration,0,11,100,5,1,4,0.8
demonstration,0,12,100,5,1,4,1.0
demonstration,0,13,100,5,1,4,0.8
demonstration,0,14,100,5,1,4,0.6
demonstration,0,15,100,5,1,4,0.4
demonstration,0,16,100,5,1,4,0.8
demonstration,0,17,100,5,1,4,0.8
demonstration,0,18,100,5,1,4,0.4
demonstration,0,19,100,5,1,4,1.0
demonstration,0,20,100,5,1,4,0.4
demonstration,0,21,100,5,1,4,0.8
demonstration,0,22,100,5,1,4,0.8
demonstration,0,23,100,5,1,4,0.8
demonstration,0,24,100,5,1,4,0.6
demonstration,0,25,100,5,1,4,1.0
demonstration,0,26,100,5,1,4,1.0
demonstration,0,27,100,5,1,4,0.6
demonstration,0,28,100,5,1,4,0.6
demonstration,0,29,100,5,1,4,0.8
demonstration,0,30,100,5,1,4,0.6
demonstration,0,31,100,5,1,4,0.8
demonstration,0,32,100,5,1,4,0.4
demonstration,0,33,100,5,1,4,0.6
demonstration,0,34,100,5,1,4,0.6
demonstration,0,35,100,5,1,4,0.4
demonstration,0,36,100,5,1,4,1.0
demonstration,0,37,100,5,1,4,0.8
demonstration,0,38,100,5,1,4,0.6
demonstration,0,39,100,5,1,4,0.8
demonstration,0,40,100,5,1,4,0.6
demonstration,0,41,100,5,1,4,1.0
demonstration,0,42,100,5,1,4,0.6
demonstration,0,43,100,5,1,4,0.4
demonstration,0,44,100,5,1,4,0.6
demonstration,0,45,100,5,1,4,0.8
demonstration,0,46,100,5,1,4,0.8
demonstration,0,47,100,5,1,4,0.6
demonstration,0,48,100,5,1,4,0.8
demonstration,0,49,100,5,1,4,0.8
demonstration,0,50,100,5,1,4,0.4
demonstration,0,51,100,5,1,4,1.0
demonstration,0,52,100,5,1,4,0.8
demonstration,0,53,100,5,1,4,0.2
demonstration,0,54,100,5,1,4,1.0
demonstration,0,55,100,5,1,4,1.0
demonstration,0,56,100,5,1,4,0.6
demonstration,0,57,100,5,1,4,1.0
demonstration,0,58,100,5,1,4,0.8
demonstration,0,59,100,5,1,4,1.0
demonstration,0,60,100,5,1,4,0.6
demonstration,0,61,100,5,1,4,0.8
demonstration,0,62,100,5,1,4,0.8
demonstration,0,63,100,5,1,4,0.8
demonstration,0,64,100,5,1,4,0.8
demonstration,0,65,100,5,1,4,0.4
demonstration,0,66,100,5,1,4,0.6
demonstration,0,67,100,5,1,4,0.4
demonstration,0,68,100,5,1,4,0.6
demonstration,0,69,100,5,1,4,0.6
demonstration,0,70,100,5,1,4,0.8
demonstration,0,71,100,5,1,4,0.8
demonstration,0,72,100,5,1,4,0.4
demonstration,0,73,100,5,1,4,0.8
demonstration,0,74,100,5,1,4,0.4
demonstration,0,75,100,5,1,4,0.6
demonstration,0,76,100,5,1,4,0.8
demonstration,0,77,100,5,1,4,1.0
demonstration,0,78,100,5,1,4,0.6
demonstration,0,79,100,5,1,4,0.8
demonstration,0,80,100,5,1,4,0.6
demonstration,0,81,100,5,1,4,0.8
demonstration,0,82,100,5,1,4,0.6
demonstration,0,83,100,5,1,4,1.0
demonstration,0,84,100,5,1,4,0.8
demonstration,0,85,100,5,1,4,0.8
demonstration,0,86,100,5,1,4,1.0
demonstration,0,87,100,5,1,4,0.8
demonstration,0,88,100,5,1,4,0.8
demonstration,0,89,100,5,1,4,0.8
demonstration,0,90,100,5,1,4,1.0
demonstration,0,91,100,5,1,4,0.6
demonstration,0,92,100,5,1,4,0.8
demonstration,0,93,100,5,1,4,0.8
demonstration,0,94,100,5,1,4,0.8
demonstration,0,95,100,5,1,4,0.6
demonstration,0,96,100,5,1,4,1.0
demonstration,0,97,100,5,1,4,1.0
demonstration,0,98,100,5,1,4,1.0
demonstration,0,99,100,5,1,4,0.8
demonstration,0,0,100,5,1,5,0.4
demonstration,0,1,100,5,1,5,0.6
demonstration,0,2,100,5,1,5,0.6
demonstration,0,3,100,5,1,5,0.6
demonstration,0,4,100,5,1,5,0.8
demonstration,0,5,100,5,1,5,0.8
demonstration,0,6,100,5,1,5,1.0
demonstration,0,7,100,5,1,5,0.8
demonstration,0,8,100,5,1,5,1.0
demonstration,0,9,100,5,1,5,1.0
demonstration,0,10,100,5,1,5,0.4
demonstration,0,11,100,5,1,5,0.6
demonstration,0,12,100,5,1,5,0.8
demonstration,0,13,100,5,1,5,0.8
demonstration,0,14,100,5,1,5,0.8
demonstration,0,15,100,5,1,5,0.6
demonstration,0,16,100,5,1,5,1.0
demonstration,0,17,100,5,1,5,0.8
demonstration,0,18,100,5,1,5,0.4
demonstration,0,19,100,5,1,5,0.6
demonstration,0,20,100,5,1,5,0.6
demonstration,0,21,100,5,1,5,0.4
demonstration,0,22,100,5,1,5,0.6
demonstration,0,23,100,5,1,5,0.6
demonstration,0,24,100,5,1,5,0.8
demonstration,0,25,100,5,1,5,0.6
demonstration,0,26,100,5,1,5,0.8
demonstration,0,27,100,5,1,5,0.8
demonstration,0,28,100,5,1,5,0.8
demonstration,0,29,100,5,1,5,0.8
demonstration,0,30,100,5,1,5,0.8
demonstration,0,31,100,5,1,5,0.8
demonstration,0,32,100,5,1,5,0.8
demonstration,0,33,100,5,1,5,1.0
demonstration,0,34,100,5,1,5,0.8
demonstration,0,35,100,5,1,5,1.0
demonstration,0,36,100,5,1,5,0.6
demonstration,0,37,100,5,1,5,0.6
demonstration,0,38,100,5,1,5,0.8
demonstration,0,39,100,5,1,5,0.8
demonstration,0,40,100,5,1,5,0.8
demonstration,0,41,100,5,1,5,0.8
demonstration,0,42,100,5,1,5,0.4
demonstration,0,43,100,5,1,5,1.0
demonstration,0,44,100,5,1,5,1.0
demonstration,0,45,100,5,1,5,0.2
demonstration,0,46,100,5,1,5,0.6
demonstration,0,47,100,5,1,5,0.6
demonstration,0,48,100,5,1,5,0.8
demonstration,0,49,100,5,1,5,1.0
demonstration,0,50,100,5,1,5,0.4
demonstration,0,51,100,5,1,5,0.6
demonstration,0,52,100,5,1,5,0.6
demonstration,0,53,100,5,1,5,1.0
demonstration,0,54,100,5,1,5,0.4
demonstration,0,55,100,5,1,5,0.8
demonstration,0,56,100,5,1,5,0.8
demonstration,0,57,100,5,1,5,0.8
demonstration,0,58,100,5,1,5,0.6
demonstration,0,59,100,5,1,5,0.6
demonstration,0,60,100,5,1,5,0.6
demonstration,0,61,100,5,1,5,0.6
demonstration,0,62,100,5,1,5,0.8
demonstration,0,63,100,5,1,5,0.4
demonstration,0,64,100,5,1,5,0.8
demonstration,0,65,100,5,1,5,0.4
demonstration,0,66,100,5,1,5,1.0
demonstration,0,67,100,5,1,5,0.4
demonstration,0,68,100,5,1,5,0.6
demonstration,0,69,100,5,1,5,0.4
demonstration,0,70,100,5,1,5,0.4
demonstration,0,71,100,5,1,5,1.0
demonstration,0,72,100,5,1,5,0.4
demonstration,0,73,100,5,1,5,1.0
demonstration,0,74,100,5,1,5,0.4
demonstration,0,75,100,5,1,5,0.6
demonstration,0,76,100,5,1,5,0.8
demonstration,0,77,100,5,1,5,1.0
demonstration,0,78,100,5,1,5,1.0
demonstration,0,79,100,5,1,5,1.0
demonstration,0,80,100,5,1,5,0.8
demonstration,0,81,100,5,1,5,0.6
demonstration,0,82,100,5,1,5,0.8
demonstration,0,83,100,5,1,5,1.0
demonstration,0,84,100,5,1,5,0.6
demonstration,0,85,100,5,1,5,0.4
demonstration,0,86,100,5,1,5,0.8
demonstration,0,87,100,5,1,5,0.6
demonstration,0,88,100,5,1,5,0.8
demonstration,0,89,100,5,1,5,0.4
demonstration,0,90,100,5,1,5,0.8
demonstration,0,91,100,5,1,5,0.4
demonstration,0,92,100,5,1,5,0.8
demonstration,0,93,100,5,1,5,0.8
demonstration,0,94,100,5,1,5,0.8
demonstration,0,95,100,5,1,5,1.0
demonstration,0,96,100,5,1,5,1.0
demonstration,0,97,100,5,1,5,0.8
demonstration,0,98,100,5,1,5,1.0
demonstration,0,99,100,5,1,5,0.6
demonstration,0,0,100,5,1,6,0.8
demonstration,0,1,100,5,1,6,1.0
demonstration,0,2,100,5,1,6,0.6
demonstration,0,3,100,5,1,6,0.8
demonstration,0,4,100,5,1,6,0.6
demonstration,0,5,100,5,1,6,1.0
demonstration,0,6,100,5,1,6,0.6
demonstration,0,7,100,5,1,6,0.6
demonstration,0,8,100,5,1,6,0.8
demonstration,0,9,100,5,1,6,1.0
demonstration,0,10,100,5,1,6,0.4
demonstration,0,11,100,5,1,6,0.8
demonstration,0,12,100,5,1,6,0.6
demonstration,0,13,100,5,1,6,0.8
demonstration,0,14,100,5,1,6,0.8
demonstration,0,15,100,5,1,6,0.6
demonstration,0,16,100,5,1,6,0.8
demonstration,0,17,100,5,1,6,0.6
demonstration,0,18,100,5,1,6,0.8
demonstration,0,19,100,5,1,6,1.0
demonstration,0,20,100,5,1,6,0.8
demonstration,0,21,100,5,1,6,0.8
demonstration,0,22,100,5,1,6,0.8
demonstration,0,23,100,5,1,6,0.8
demonstration,0,24,100,5,1,6,0.6
demonstration,0,25,100,5,1,6,0.2
demonstration,0,26,100,5,1,6,0.6
demonstration,0,27,100,5,1,6,0.6
demonstration,0,28,100,5,1,6,0.8
demonstration,0,29,100,5,1,6,0.8
demonstration,0,30,100,5,1,6,0.8
demonstration,0,31,100,5,1,6,0.8
demonstration,0,32,100,5,1,6,1.0
demonstration,0,33,100,5,1,6,0.8
demonstration,0,34,100,5,1,6,0.8
demonstration,0,35,100,5,1,6,0.8
demonstration,0,36,100,5,1,6,1.0
demonstration,0,37,100,5,1,6,1.0
demonstration,0,38,100,5,1,6,0.6
demonstration,0,39,100,5,1,6,0.6
demonstration,0,40,100,5,1,6,0.6
demonstration,0,41,100,5,1,6,0.8
demonstration,0,42,100,5,1,6,0.6
demonstration,0,43,100,5,1,6,1.0
demonstration,0,44,100,5,1,6,0.8
demonstration,0,45,100,5,1,6,0.6
demonstration,0,46,100,5,1,6,0.8
demonstration,0,47,100,5,1,6,1.0
demonstration,0,48,100,5,1,6,0.6
demonstration,0,49,100,5,1,6,0.6
demonstration,0,50,100,5,1,6,1.0
demonstration,0,51,100,5,1,6,0.6
demonstration,0,52,100,5,1,6,0.8
demonstration,0,53,100,5,1,6,1.0
demonstration,0,54,100,5,1,6,0.8
demonstration,0,55,100,5,1,6,0.8
demonstration,0,56,100,5,1,6,0.4
demonstration,0,57,100,5,1,6,0.8
demonstration,0,58,100,5,1,6,0.8
demonstration,0,59,100,5,1,6,0.8
demonstration,0,60,100,5,1,6,0.6
demonstration,0,61,100,5,1,6,0.8
demonstration,0,62,100,5,1,6,0.4
demonstration,0,63,100,5,1,6,0.6
demonstration,0,64,100,5,1,6,0.8
demonstration,0,65,100,5,1,6,0.8
demonstration,0,66,100,5,1,6,1.0
demonstration,0,67,100,5,1,6,0.8
demonstration,0,68,100,5,1,6,0.8
demonstration,0,69,100,5,1,6,0.6
demonstration,0,70,100,5,1,6,0.6
demonstration,0,71,100,5,1,6,0.8
demonstration,0,72,100,5,1,6,0.8
demonstration,0,73,100,5,1,6,0.6
demonstration,0,74,100,5,1,6,1.0
demonstration,0,75,100,5,1,6,0.6
demonstration,0,76,100,5,1,6,1.0
demonstration,0,77,100,5,1,6,0.6
demonstration,0,78,100,5,1,6,0.8
demonstration,0,79,100,5,1,6,0.8
demonstration,0,80,100,5,1,6,0.6
demonstration,0,81,100,5,1,6,0.8
demonstration,0,82,100,5,1,6,0.8
demonstration,0,83,100,5,1,6,1.0
demonstration,0,84,100,5,1,6,0.8
demonstration,0,85,100,5,1,6,0.6
demonstration,0,86,100,5,1,6,0.6
demonstration,0,87,100,5,1,6,0.8
demonstration,0,88,100,5,1,6,0.4
demonstration,0,89,100,5,1,6,0.8
demonstration,0,90,100,5,1,6,0.8
demonstration,0,91,100,5,1,6,0.8
demonstration,0,92,100,5,1,6,0.6
demonstration,0,93,100,5,1,6,0.8
demonstration,0,94,100,5,1,6,1.0
demonstration,0,95,100,5,1,6,0.6
demonstration,0,96,100,5,1,6,1.0
demonstration,0,97,100,5,1,6,0.8
demonstration,0,98,100,5,1,6,1.0
demonstration,0,99,100,5,1,6,1.0
demonstration,0,0,100,5,1,7,0.8
demonstration,0,1,100,5,1,7,0.8
demonstration,0,2,100,5,1,7,0.8
demonstration,0,3,100,5,1,7,1.0
demonstration,0,4,100,5,1,7,0.6
demonstration,0,5,100,5,1,7,0.8
demonstration,0,6,100,5,1,7,0.4
demonstration,0,7,100,5,1,7,0.4
demonstration,0,8,100,5,1,7,1.0
demonstration,0,9,100,5,1,7,0.6
demonstration,0,10,100,5,1,7,0.4
demonstration,0,11,100,5,1,7,0.8
demonstration,0,12,100,5,1,7,0.6
demonstration,0,13,100,5,1,7,1.0
demonstration,0,14,100,5,1,7,0.8
demonstration,0,15,100,5,1,7,0.8
demonstration,0,16,100,5,1,7,1.0
demonstration,0,17,100,5,1,7,0.8
demonstration,0,18,100,5,1,7,0.8
demonstration,0,19,100,5,1,7,0.4
demonstration,0,20,100,5,1,7,0.6
demonstration,0,21,100,5,1,7,0.8
demonstration,0,22,100,5,1,7,0.8
demonstration,0,23,100,5,1,7,0.6
demonstration,0,24,100,5,1,7,1.0
demonstration,0,25,100,5,1,7,0.6
demonstration,0,26,100,5,1,7,0.8
demonstration,0,27,100,5,1,7,1.0
demonstration,0,28,100,5,1,7,0.6
demonstration,0,29,100,5,1,7,1.0
demonstration,0,30,100,5,1,7,0.8
demonstration,0,31,100,5,1,7,0.6
demonstration,0,32,100,5,1,7,0.8
demonstration,0,33,100,5,1,7,0.6
demonstration,0,34,100,5,1,7,0.8
demonstration,0,35,100,5,1,7,0.8
demonstration,0,36,100,5,1,7,0.8
demonstration,0,37,100,5,1,7,0.8
demonstration,0,38,100,5,1,7,1.0
demonstration,0,39,100,5,1,7,0.8
demonstration,0,40,100,5,1,7,0.8
demonstration,0,41,100,5,1,7,1.0
demonstration,0,42,100,5,1,7,1.0
demonstration,0,43,100,5,1,7,0.8
demonstration,0,44,100,5,1,7,1.0
demonstration,0,45,100,5,1,7,0.6
demonstration,0,46,100,5,1,7,0.6
demonstration,0,47,100,5,1,7,0.6
demonstration,0,48,100,5,1,7,0.8
demonstration,0,49,100,5,1,7,0.6
demonstration,0,50,100,5,1,7,0.8
demonstration,0,51,100,5,1,7,0.8
demonstration,0,52,100,5,1,7,0.8
demonstration,0,53,100,5,1,7,0.8
demonstration,0,54,100,5,1,7,0.6
